date,pm10,pm25,pm1,temperature,humidity,id,CO_CALIBRATED,SO2_CALIBRATED
2022-05-01 00:00:00+00:00,9.22,8.41,6.01,23.19,68.91,7205,400.94,2.29
2022-05-01 00:05:00+00:00,9.42,8.58,6.22,23.16,68.76,7205,381.57,2.14
2022-05-01 00:10:00+00:00,9.97,9.32,6.14,23.12,68.58,7205,384.20,2.26
2022-05-01 00:15:00+00:00,9.54,8.63,6.09,23.09,68.44,7205,395.36,2.34
2022-05-01 00:20:00+00:00,10.32,9.09,6.20,23.06,68.27,7205,393.06,2.38
2022-05-01 00:25:00+00:00,10.44,9.29,6.30,23.01,68.07,7205,397.30,2.36
2022-05-01 00:30:00+00:00,9.72,9.01,6.38,22.97,67.88,7205,404.47,2.48
2022-05-01 00:35:00+00:00,9.83,9.10,6.45,22.93,67.68,7205,399.91,2.53
2022-05-01 00:40:00+00:00,9.47,8.92,6.89,22.89,67.51,7205,409.86,2.51
2022-05-01 00:45:00+00:00,10.27,9.70,6.92,22.85,67.34,7205,413.04,2.56
2022-05-01 00:50:00+00:00,10.65,9.86,7.27,22.82,67.20,7205,427.61,2.60
2022-05-01 00:55:00+00:00,10.58,9.92,7.12,22.80,67.10,7205,438.17,2.61
2022-05-01 01:00:00+00:00,10.46,9.97,7.32,21.75,72.20,7205,442.07,2.60
2022-05-01 01:05:00+00:00,11.34,10.01,7.05,21.73,72.08,7205,429.63,2.49
2022-05-01 01:10:00+00:00,10.95,10.13,7.18,21.71,72.00,7205,435.21,2.56
2022-05-01 01:15:00+00:00,11.28,10.42,7.33,21.68,71.88,7205,444.34,2.62
2022-05-01 01:20:00+00:00,11.03,9.99,7.19,21.65,71.74,7205,446.79,2.60
2022-05-01 01:25:00+00:00,11.96,10.88,6.85,21.62,71.60,7205,443.55,2.53
2022-05-01 01:30:00+00:00,11.18,10.07,7.06,21.61,71.55,7205,447.79,2.53
2022-05-01 01:35:00+00:00,11.58,10.74,7.46,21.60,71.51,7205,451.59,2.41
2022-05-01 01:40:00+00:00,11.76,10.94,7.39,21.59,71.46,7205,450.62,2.41
2022-05-01 01:45:00+00:00,12.60,11.33,7.72,21.57,71.37,7205,446.05,2.46
2022-05-01 01:50:00+00:00,12.67,11.83,7.94,21.56,71.29,7205,439.84,2.27
2022-05-01 01:55:00+00:00,10.86,10.04,7.28,21.54,71.23,7205,438.91,2.29
2022-05-01 02:00:00+00:00,13.03,11.66,8.08,21.53,71.19,7205,434.88,2.27
2022-05-01 02:05:00+00:00,11.02,10.29,7.16,20.86,74.27,7205,424.86,2.25
2022-05-01 02:10:00+00:00,12.34,11.73,8.13,20.84,74.17,7205,425.26,2.18
2022-05-01 02:15:00+00:00,12.19,11.61,7.93,20.82,74.12,7205,432.04,2.25
2022-05-01 02:20:00+00:00,14.06,12.49,8.42,20.81,74.04,7205,432.07,2.10
2022-05-01 02:25:00+00:00,14.89,13.68,9.03,20.80,74.03,7205,440.93,2.20
2022-05-01 02:30:00+00:00,13.41,12.85,8.71,20.80,73.99,7205,431.14,2.06
2022-05-01 02:35:00+00:00,13.14,12.39,8.76,20.80,74.01,7205,428.28,2.09
2022-05-01 02:40:00+00:00,13.11,12.69,8.67,20.81,74.05,7205,423.73,1.93
2022-05-01 02:45:00+00:00,13.80,12.62,8.52,20.83,74.13,7205,423.28,1.99
2022-05-01 02:50:00+00:00,12.44,12.01,8.79,20.86,74.30,7205,431.68,2.09
2022-05-01 02:55:00+00:00,13.97,12.36,8.90,20.88,74.38,7205,426.28,2.07
2022-05-01 03:00:00+00:00,13.66,12.56,8.84,20.90,74.46,7205,421.23,2.31
2022-05-01 03:05:00+00:00,13.99,13.23,8.76,20.92,74.59,7205,438.75,2.65
2022-05-01 03:10:00+00:00,13.62,13.21,9.64,20.90,74.48,7205,415.55,2.52
2022-05-01 03:15:00+00:00,15.07,14.11,9.77,20.31,75.92,7205,419.76,2.43
2022-05-01 03:20:00+00:00,16.04,14.84,9.98,20.27,75.70,7205,416.74,2.48
2022-05-01 03:25:00+00:00,15.09,14.26,9.89,20.25,75.62,7205,428.17,2.58
2022-05-01 03:30:00+00:00,16.58,14.89,10.30,20.26,75.65,7205,443.52,2.74
2022-05-01 03:35:00+00:00,16.58,15.27,10.09,20.27,75.71,7205,442.11,2.90
2022-05-01 03:40:00+00:00,14.11,13.44,9.62,20.28,75.77,7205,450.37,2.96
2022-05-01 03:45:00+00:00,15.18,14.35,9.53,20.29,75.79,7205,436.45,3.23
2022-05-01 03:50:00+00:00,14.77,13.88,10.18,20.32,75.93,7205,449.10,3.25
2022-05-01 03:55:00+00:00,14.57,13.62,9.71,20.35,76.00,7205,453.78,3.05
2022-05-01 04:00:00+00:00,15.63,14.97,9.87,20.34,76.00,7205,443.09,3.02
2022-05-01 04:05:00+00:00,14.74,13.99,9.96,20.32,75.93,7205,440.35,3.30
2022-05-01 04:10:00+00:00,14.82,14.39,9.99,20.26,75.64,7205,426.23,3.36
2022-05-01 04:15:00+00:00,16.65,15.47,10.42,20.22,75.47,7205,449.13,3.46
2022-05-01 04:20:00+00:00,15.73,14.69,10.12,20.13,75.06,7205,416.61,3.46
2022-05-01 04:25:00+00:00,16.43,15.15,9.86,20.09,74.85,7205,433.43,3.82
2022-05-01 04:30:00+00:00,15.91,14.52,10.07,20.06,74.69,7205,436.43,4.66
2022-05-01 04:35:00+00:00,16.22,15.20,10.61,20.02,74.53,7205,439.18,4.68
2022-05-01 04:40:00+00:00,15.87,15.21,10.87,19.99,74.39,7205,440.95,4.58
2022-05-01 04:45:00+00:00,16.79,16.29,11.29,19.92,74.06,7205,437.21,4.45
2022-05-01 04:50:00+00:00,16.14,15.58,10.74,19.41,78.35,7205,454.41,3.94
2022-05-01 04:55:00+00:00,16.38,15.60,10.97,19.40,78.30,7205,466.31,4.16
2022-05-01 05:00:00+00:00,16.66,15.54,11.06,19.40,78.30,7205,474.29,4.62
2022-05-01 05:05:00+00:00,16.83,15.48,10.96,19.40,78.26,7205,472.28,4.41
2022-05-01 05:10:00+00:00,16.32,15.11,10.77,19.39,78.24,7205,467.32,4.25
2022-05-01 05:15:00+00:00,15.31,14.40,10.20,19.42,78.35,7205,475.84,4.20
2022-05-01 05:20:00+00:00,17.03,15.18,10.57,19.45,78.49,7205,479.97,4.18
2022-05-01 05:25:00+00:00,16.44,14.96,10.42,19.44,78.48,7205,459.36,4.61
2022-05-01 05:30:00+00:00,16.32,15.16,10.31,19.42,78.38,7205,463.40,5.07
2022-05-01 05:35:00+00:00,16.18,15.02,10.82,19.36,78.09,7205,456.97,4.56
2022-05-01 05:40:00+00:00,15.66,15.13,10.83,19.34,77.99,7205,466.16,4.45
2022-05-01 05:45:00+00:00,16.92,15.46,10.61,19.32,77.92,7205,465.09,4.34
2022-05-01 05:50:00+00:00,18.13,16.82,11.43,19.33,77.98,7205,473.94,5.04
2022-05-01 05:55:00+00:00,16.94,15.72,10.74,18.54,82.84,7205,460.92,4.75
2022-05-01 06:00:00+00:00,16.68,15.31,11.18,18.54,82.82,7205,464.38,5.08
2022-05-01 06:05:00+00:00,16.93,15.96,11.25,18.54,82.83,7205,468.75,5.08
2022-05-01 06:10:00+00:00,16.81,15.59,10.73,18.54,82.84,7205,460.22,4.92
2022-05-01 06:15:00+00:00,17.26,16.66,11.41,18.53,82.79,7205,449.37,4.44
2022-05-01 06:20:00+00:00,16.56,15.72,10.56,18.54,82.83,7205,460.96,4.37
2022-05-01 06:25:00+00:00,16.07,14.93,10.65,18.54,82.83,7205,456.63,4.55
2022-05-01 06:30:00+00:00,16.68,15.91,11.57,18.56,82.90,7205,461.84,4.84
2022-05-01 06:35:00+00:00,17.74,16.59,11.44,18.56,82.89,7205,464.06,4.46
2022-05-01 06:40:00+00:00,17.79,17.09,11.51,18.54,82.83,7205,453.15,4.37
2022-05-01 06:45:00+00:00,17.07,15.91,11.51,18.55,82.89,7205,460.41,4.37
2022-05-01 06:50:00+00:00,17.16,15.98,11.02,18.54,82.83,7205,457.52,5.24
2022-05-01 06:55:00+00:00,18.28,16.82,11.34,18.47,82.49,7205,439.66,4.85
2022-05-01 07:00:00+00:00,17.13,16.40,11.29,18.45,82.40,7205,442.26,4.70
2022-05-01 07:05:00+00:00,17.76,16.80,11.44,18.42,82.24,7205,453.26,5.42
2022-05-01 07:10:00+00:00,16.74,15.64,11.12,18.38,82.05,7205,442.47,5.17
2022-05-01 07:15:00+00:00,17.28,16.36,11.47,18.37,81.99,7205,442.82,4.92
2022-05-01 07:20:00+00:00,17.17,16.27,11.16,17.60,86.96,7205,448.91,4.57
2022-05-01 07:25:00+00:00,17.09,16.44,11.37,17.58,86.86,7205,434.54,4.76
2022-05-01 07:30:00+00:00,17.13,15.58,10.91,17.60,86.92,7205,446.40,4.71
2022-05-01 07:35:00+00:00,16.81,15.96,11.51,17.58,86.87,7205,442.61,4.83
2022-05-01 07:40:00+00:00,17.83,16.68,11.55,17.55,86.72,7205,437.24,4.90
2022-05-01 07:45:00+00:00,18.97,17.48,11.62,17.49,86.41,7205,413.21,4.16
2022-05-01 07:50:00+00:00,18.77,17.27,11.62,17.45,86.19,7205,429.10,4.49
2022-05-01 07:55:00+00:00,19.13,17.78,11.86,17.41,86.02,7205,430.04,4.51
2022-05-01 08:00:00+00:00,19.18,18.27,12.28,17.42,86.05,7205,450.99,4.66
2022-05-01 08:05:00+00:00,17.87,16.81,11.94,17.41,86.03,7205,446.45,4.63
2022-05-01 08:10:00+00:00,18.19,17.09,12.03,17.43,86.13,7205,453.60,4.73
2022-05-01 08:15:00+00:00,20.10,17.85,11.89,17.43,86.09,7205,443.47,4.51
2022-05-01 08:20:00+00:00,20.15,18.80,12.56,17.39,85.94,7205,432.09,4.38
2022-05-01 08:25:00+00:00,18.78,17.56,11.16,17.35,85.73,7205,428.69,4.42
2022-05-01 08:30:00+00:00,18.61,17.76,12.25,17.31,85.55,7205,424.50,4.37
2022-05-01 08:35:00+00:00,18.76,17.81,12.21,17.30,85.50,7205,424.29,4.24
2022-05-01 08:40:00+00:00,17.72,16.62,11.67,17.31,85.54,7205,427.78,4.23
2022-05-01 08:45:00+00:00,18.26,16.66,11.08,17.33,85.65,7205,425.01,4.27
2022-05-01 08:50:00+00:00,17.50,16.11,10.51,17.31,85.57,7205,395.88,4.08
2022-05-01 08:55:00+00:00,20.03,18.41,12.07,17.33,85.62,7205,395.04,3.98
2022-05-01 09:00:00+00:00,20.05,18.28,12.01,17.35,85.74,7205,399.78,4.00
2022-05-01 09:05:00+00:00,20.94,18.96,12.57,16.68,87.62,7205,390.10,3.97
2022-05-01 09:10:00+00:00,19.32,17.97,12.31,16.71,87.76,7205,392.76,4.05
2022-05-01 09:15:00+00:00,19.79,18.58,12.23,16.72,87.84,7205,382.85,4.06
2022-05-01 09:20:00+00:00,18.89,18.14,11.91,16.72,87.83,7205,376.17,4.14
2022-05-01 09:25:00+00:00,20.28,18.01,12.13,16.69,87.71,7205,366.27,4.05
2022-05-01 09:30:00+00:00,19.89,18.63,11.91,16.71,87.77,7205,377.77,4.12
2022-05-01 09:35:00+00:00,19.60,18.70,12.02,16.67,87.59,7205,353.20,4.16
2022-05-01 09:40:00+00:00,19.43,18.42,12.67,16.70,87.74,7205,380.35,4.19
2022-05-01 09:45:00+00:00,19.38,17.75,11.55,16.70,87.75,7205,373.69,4.32
2022-05-01 09:50:00+00:00,18.42,17.31,11.73,16.65,87.51,7205,354.86,4.24
2022-05-01 09:55:00+00:00,19.37,18.59,12.06,16.65,87.50,7205,368.94,4.19
2022-05-01 10:00:00+00:00,18.09,17.36,11.89,16.66,87.52,7205,371.05,4.29
2022-05-01 10:05:00+00:00,18.89,17.80,11.76,16.65,87.50,7205,367.78,4.31
2022-05-01 10:10:00+00:00,19.26,18.01,11.52,16.26,91.75,7205,358.77,4.17
2022-05-01 10:15:00+00:00,17.31,16.54,11.58,16.29,91.75,7205,377.55,4.30
2022-05-01 10:20:00+00:00,18.76,17.68,11.95,16.31,91.75,7205,384.71,4.30
2022-05-01 10:25:00+00:00,20.22,18.91,12.48,16.37,91.75,7205,387.95,4.47
2022-05-01 10:30:00+00:00,19.55,17.57,11.62,16.41,91.75,7205,382.02,4.49
2022-05-01 10:35:00+00:00,17.44,16.67,11.81,16.43,91.75,7205,373.47,4.32
2022-05-01 10:40:00+00:00,17.40,15.41,11.07,16.45,91.75,7205,374.65,4.30
2022-05-01 10:45:00+00:00,16.11,15.56,10.94,16.46,91.75,7205,367.51,4.22
2022-05-01 10:50:00+00:00,17.52,16.89,11.22,16.51,91.75,7205,387.72,4.37
2022-05-01 10:55:00+00:00,17.24,15.75,11.19,16.54,91.75,7205,374.24,4.39
2022-05-01 11:00:00+00:00,18.15,16.32,11.06,16.58,91.75,7205,374.95,4.42
2022-05-01 11:05:00+00:00,16.62,15.99,11.13,16.63,91.75,7205,382.94,4.45
2022-05-01 11:10:00+00:00,17.22,15.77,10.79,16.67,91.75,7205,379.24,4.40
2022-05-01 11:15:00+00:00,16.76,15.83,10.93,16.88,91.75,7205,358.81,4.32
2022-05-01 11:20:00+00:00,18.19,17.23,11.12,16.84,91.75,7205,341.70,4.16
2022-05-01 11:25:00+00:00,16.58,15.73,10.43,16.83,91.75,7205,353.29,4.39
2022-05-01 11:30:00+00:00,16.51,15.24,10.51,16.91,91.75,7205,391.23,4.42
2022-05-01 11:35:00+00:00,15.57,14.91,10.69,16.95,91.75,7205,388.83,4.46
2022-05-01 11:40:00+00:00,15.25,14.38,10.33,16.96,91.75,7205,390.82,4.56
2022-05-01 11:45:00+00:00,15.33,14.83,10.71,17.01,91.75,7205,397.85,4.42
2022-05-01 11:50:00+00:00,16.00,15.09,9.98,17.09,91.75,7205,414.90,4.63
2022-05-01 11:55:00+00:00,15.49,14.74,10.21,17.19,91.75,7205,433.77,4.60
2022-05-01 12:00:00+00:00,15.58,13.97,9.87,17.20,91.75,7205,407.65,4.36
2022-05-01 12:05:00+00:00,15.48,14.74,10.24,17.20,91.75,7205,425.63,4.19
2022-05-01 12:10:00+00:00,16.07,14.83,10.12,17.17,91.75,7205,434.83,4.38
2022-05-01 12:15:00+00:00,14.81,14.33,10.21,17.21,91.75,7205,464.59,4.44
2022-05-01 12:20:00+00:00,15.41,14.41,9.93,17.21,91.75,7205,415.81,4.35
2022-05-01 12:25:00+00:00,15.13,13.61,9.08,17.19,91.75,7205,404.15,4.24
2022-05-01 12:30:00+00:00,15.58,14.65,9.99,17.24,91.75,7205,428.14,4.15
2022-05-01 12:35:00+00:00,15.08,13.91,9.42,17.32,91.75,7205,442.21,4.26
2022-05-01 12:40:00+00:00,15.22,14.59,9.68,17.36,91.75,7205,424.17,4.06
2022-05-01 12:45:00+00:00,17.97,16.69,10.40,17.34,91.75,7205,394.05,3.79
2022-05-01 12:50:00+00:00,19.31,16.98,11.26,17.36,91.75,7205,417.46,3.89
2022-05-01 12:55:00+00:00,21.45,20.06,12.38,17.38,91.75,7205,413.23,3.87
2022-05-01 13:00:00+00:00,20.35,19.08,12.58,17.36,91.75,7205,401.56,3.73
2022-05-01 13:05:00+00:00,25.56,22.04,13.73,17.38,91.75,7205,419.89,3.58
2022-05-01 13:10:00+00:00,26.34,22.81,14.62,17.41,91.75,7205,433.06,3.62
2022-05-01 13:15:00+00:00,29.26,24.58,15.46,19.05,87.25,7205,428.16,3.49
2022-05-01 13:20:00+00:00,30.06,25.03,15.64,19.14,87.25,7205,454.30,3.51
2022-05-01 13:25:00+00:00,31.44,25.43,15.72,19.18,87.25,7205,424.71,3.43
2022-05-01 13:30:00+00:00,30.64,25.31,15.89,19.23,87.25,7205,437.52,3.28
2022-05-01 13:35:00+00:00,26.76,23.59,15.15,19.19,87.25,7205,384.08,3.17
2022-05-01 13:40:00+00:00,27.46,23.69,15.09,19.20,87.25,7205,396.84,3.09
2022-05-01 13:45:00+00:00,26.10,22.76,14.53,19.23,87.25,7205,405.03,3.17
2022-05-01 13:50:00+00:00,26.38,22.68,14.35,19.35,87.25,7205,445.48,3.19
2022-05-01 13:55:00+00:00,23.18,20.79,13.27,19.49,87.25,7205,455.15,2.74
2022-05-01 14:00:00+00:00,22.48,20.71,13.06,19.53,87.25,7205,414.29,2.61
2022-05-01 14:05:00+00:00,22.63,20.10,13.09,19.50,87.25,7205,359.11,2.57
2022-05-01 14:10:00+00:00,21.26,19.63,12.59,19.45,87.25,7205,334.35,2.59
2022-05-01 14:15:00+00:00,21.88,20.04,12.67,19.45,87.25,7205,344.08,2.78
2022-05-01 14:20:00+00:00,20.78,19.84,12.31,19.49,87.25,7205,373.27,2.76
2022-05-01 14:25:00+00:00,19.86,18.63,11.88,19.49,87.25,7205,348.12,2.64
2022-05-01 14:30:00+00:00,19.68,18.61,11.51,19.52,87.25,7205,366.26,2.72
2022-05-01 14:35:00+00:00,20.17,18.63,11.63,20.59,84.25,7205,362.47,2.47
2022-05-01 14:40:00+00:00,19.33,17.84,11.23,20.61,84.25,7205,359.44,2.62
2022-05-01 14:45:00+00:00,19.84,17.91,11.61,20.64,84.25,7205,352.33,2.64
2022-05-01 14:50:00+00:00,19.43,18.06,11.31,20.61,84.25,7205,335.21,2.51
2022-05-01 14:55:00+00:00,18.81,17.24,11.43,20.70,84.25,7205,378.32,2.57
2022-05-01 15:00:00+00:00,19.21,17.50,10.80,20.78,84.25,7205,383.50,2.32
2022-05-01 15:05:00+00:00,19.91,19.01,12.13,20.86,84.25,7205,384.51,2.33
2022-05-01 15:10:00+00:00,17.93,16.71,10.88,21.06,84.25,7205,447.05,2.09
2022-05-01 15:15:00+00:00,19.39,17.67,11.84,21.18,84.25,7205,420.97,1.97
2022-05-01 15:20:00+00:00,19.09,17.52,11.09,21.34,84.25,7205,411.40,1.61
2022-05-01 15:25:00+00:00,16.82,15.98,10.72,21.48,84.25,7205,411.38,1.58
2022-05-01 15:30:00+00:00,16.93,16.15,10.26,21.51,84.25,7205,355.83,1.32
2022-05-01 15:35:00+00:00,14.90,14.58,9.62,21.50,84.25,7205,309.64,1.18
2022-05-01 15:40:00+00:00,15.64,14.78,9.31,21.51,84.25,7205,300.13,1.27
2022-05-01 15:45:00+00:00,13.18,12.62,8.62,22.17,79.75,7205,269.96,1.42
2022-05-01 15:50:00+00:00,13.28,12.59,8.80,22.11,79.75,7205,265.74,1.67
2022-05-01 15:55:00+00:00,13.37,12.46,8.73,22.12,79.75,7205,304.96,1.93
2022-05-01 16:00:00+00:00,12.96,12.41,8.73,22.08,79.75,7205,269.96,1.99
2022-05-01 16:05:00+00:00,12.90,11.96,8.08,22.16,79.75,7205,315.33,1.95
2022-05-01 16:10:00+00:00,12.08,11.19,8.19,22.37,79.75,7205,379.52,1.56
2022-05-01 16:15:00+00:00,11.81,10.88,7.53,22.54,79.75,7205,384.75,1.51
2022-05-01 16:20:00+00:00,12.19,11.41,7.46,22.69,79.75,7205,386.28,0.89
2022-05-01 16:25:00+00:00,11.44,10.28,7.30,22.75,79.75,7205,309.38,0.30
2022-05-01 16:30:00+00:00,10.96,10.37,7.28,22.86,79.75,7205,322.85,0.00
2022-05-01 16:35:00+00:00,10.21,9.71,6.63,22.92,79.75,7205,284.93,0.00
2022-05-01 16:40:00+00:00,10.83,10.36,6.68,22.90,79.75,7205,277.90,0.20
2022-05-01 16:45:00+00:00,9.92,9.59,6.72,22.79,79.75,7205,292.34,0.46
2022-05-01 16:50:00+00:00,10.01,9.92,7.02,22.82,79.75,7205,311.76,0.62
2022-05-01 16:55:00+00:00,9.82,9.37,6.18,22.74,79.75,7205,221.45,1.12
2022-05-01 17:00:00+00:00,9.01,8.22,5.49,22.74,79.75,7205,281.28,0.71
2022-05-01 17:05:00+00:00,8.69,8.08,5.83,22.88,79.75,7205,360.65,0.72
2022-05-01 17:10:00+00:00,10.22,9.58,6.24,22.61,79.75,7205,197.53,1.89
2022-05-01 17:15:00+00:00,9.56,9.17,6.47,22.42,79.75,7205,217.90,2.33
2022-05-01 17:20:00+00:00,10.07,9.43,6.86,22.48,79.75,7205,374.78,2.26
2022-05-01 17:25:00+00:00,9.55,9.11,6.10,22.54,79.75,7205,368.38,2.47
2022-05-01 17:30:00+00:00,9.55,9.00,6.38,22.65,79.75,7205,383.29,1.78
2022-05-01 17:35:00+00:00,9.17,8.36,6.12,22.72,79.75,7205,353.71,1.49
2022-05-01 17:40:00+00:00,9.32,8.78,6.39,22.64,79.75,7205,270.22,1.84
2022-05-01 17:45:00+00:00,9.69,9.07,6.30,24.31,71.50,7205,283.99,2.33
2022-05-01 17:50:00+00:00,8.83,8.52,5.62,24.39,71.50,7205,362.73,1.79
2022-05-01 17:55:00+00:00,8.08,7.68,5.48,24.43,71.50,7205,333.52,1.70
2022-05-01 18:00:00+00:00,8.54,8.13,5.55,24.33,71.50,7205,292.13,2.27
2022-05-01 18:05:00+00:00,9.40,8.96,6.19,24.25,71.50,7205,294.94,2.63
2022-05-01 18:10:00+00:00,9.34,8.67,5.99,24.27,71.50,7205,330.73,2.85
2022-05-01 18:15:00+00:00,9.33,8.79,5.79,24.29,71.50,7205,348.16,2.48
2022-05-01 18:20:00+00:00,12.48,11.92,8.96,24.36,71.50,7205,401.71,2.35
2022-05-01 18:25:00+00:00,8.64,8.12,5.21,24.25,71.50,7205,225.20,2.84
2022-05-01 18:30:00+00:00,9.14,8.73,6.09,24.30,71.50,7205,397.12,2.30
2022-05-01 18:35:00+00:00,9.14,8.60,6.06,24.45,71.50,7205,398.78,1.47
2022-05-01 18:40:00+00:00,9.35,8.84,6.01,24.60,71.50,7205,402.63,0.73
2022-05-01 18:45:00+00:00,8.52,8.06,5.78,24.67,71.50,7205,355.15,0.42
2022-05-01 18:50:00+00:00,7.84,7.56,5.47,24.62,71.50,7205,267.68,0.63
2022-05-01 18:55:00+00:00,8.69,7.87,5.61,24.75,70.75,7205,307.17,0.22
2022-05-01 19:00:00+00:00,8.27,7.79,5.48,24.78,70.75,7205,306.21,0.26
2022-05-01 19:05:00+00:00,8.61,7.66,5.13,24.86,70.75,7205,356.12,0.16
2022-05-01 19:10:00+00:00,8.43,8.16,5.93,24.92,70.75,7205,338.06,0.11
2022-05-01 19:15:00+00:00,8.53,8.03,5.67,24.64,70.75,7205,110.83,1.68
2022-05-01 19:20:00+00:00,8.63,7.68,6.09,24.58,70.75,7205,335.30,1.22
2022-05-01 19:25:00+00:00,8.41,8.24,5.61,24.68,70.75,7205,389.63,1.37
2022-05-01 19:30:00+00:00,9.08,8.57,6.21,24.78,70.75,7205,381.88,1.01
2022-05-01 19:35:00+00:00,8.41,7.64,5.28,24.63,70.75,7205,234.68,1.38
2022-05-01 19:40:00+00:00,8.93,8.21,5.64,24.49,70.75,7205,261.39,2.01
2022-05-01 19:45:00+00:00,8.81,8.18,5.49,24.57,70.75,7205,389.13,1.88
2022-05-01 19:50:00+00:00,8.88,8.39,5.49,24.69,70.75,7205,394.22,0.88
2022-05-01 19:55:00+00:00,8.02,7.79,5.09,24.77,70.75,7205,369.41,1.09
2022-05-01 20:00:00+00:00,7.87,7.44,5.23,24.84,69.25,7205,302.85,0.82
2022-05-01 20:05:00+00:00,7.72,6.97,5.19,24.81,69.25,7205,303.10,1.34
2022-05-01 20:10:00+00:00,7.82,7.07,4.82,24.71,69.25,7205,246.30,1.87
2022-05-01 20:15:00+00:00,6.88,6.69,4.91,24.75,69.25,7205,362.70,1.47
2022-05-01 20:20:00+00:00,7.32,6.84,4.89,24.83,69.25,7205,350.71,1.11
2022-05-01 20:25:00+00:00,7.24,6.41,4.49,24.82,69.25,7205,303.00,1.06
2022-05-01 20:30:00+00:00,6.27,5.97,4.17,24.78,69.25,7205,280.36,0.99
2022-05-01 20:35:00+00:00,6.06,5.79,4.11,24.75,69.25,7205,302.31,1.53
2022-05-01 20:40:00+00:00,6.69,6.23,4.61,24.73,69.25,7205,296.51,1.81
2022-05-01 20:45:00+00:00,6.58,6.22,4.39,24.71,69.25,7205,288.35,2.09
2022-05-01 20:50:00+00:00,6.47,5.98,4.51,24.82,69.25,7205,377.44,1.73
2022-05-01 20:55:00+00:00,6.39,5.78,4.09,24.84,69.25,7205,345.15,1.66
2022-05-01 21:00:00+00:00,6.67,6.24,4.13,25.96,66.25,7205,333.76,1.56
2022-05-01 21:05:00+00:00,5.51,5.09,4.01,25.93,66.25,7205,296.79,1.27
2022-05-01 21:10:00+00:00,6.14,5.74,3.94,25.86,66.25,7205,267.82,1.91
2022-05-01 21:15:00+00:00,5.76,5.47,3.93,25.85,66.25,7205,309.85,1.87
2022-05-01 21:20:00+00:00,5.99,5.69,4.02,25.83,66.25,7205,307.01,1.80
2022-05-01 21:25:00+00:00,5.64,5.53,3.77,25.82,66.25,7205,313.13,2.09
2022-05-01 21:30:00+00:00,6.31,5.87,3.88,25.76,66.25,7205,280.90,2.23
2022-05-01 21:35:00+00:00,5.49,5.30,3.57,25.76,66.25,7205,307.68,1.92
2022-05-01 21:40:00+00:00,5.79,5.43,3.83,25.81,66.25,7205,341.31,2.10
2022-05-01 21:45:00+00:00,6.31,5.86,4.29,25.77,66.25,7205,299.41,2.20
2022-05-01 21:50:00+00:00,5.83,5.44,3.88,25.77,66.25,7205,327.52,2.23
2022-05-01 21:55:00+00:00,6.43,6.09,3.92,25.76,66.25,7205,328.75,2.09
2022-05-01 22:00:00+00:00,5.99,5.66,3.92,25.75,66.25,7205,319.10,2.44
2022-05-01 22:05:00+00:00,5.54,5.54,4.02,25.70,66.25,7205,305.93,2.47
2022-05-01 22:10:00+00:00,5.75,5.63,4.01,25.02,69.25,7205,313.73,2.46
2022-05-01 22:15:00+00:00,5.97,5.58,3.83,24.98,69.25,7205,309.60,2.43
2022-05-01 22:20:00+00:00,6.98,6.24,4.16,24.96,69.25,7205,321.49,2.58
2022-05-01 22:25:00+00:00,5.84,5.84,4.17,24.97,69.25,7205,340.90,2.37
2022-05-01 22:30:00+00:00,5.94,5.69,3.96,24.89,69.25,7205,288.32,2.48
2022-05-01 22:35:00+00:00,6.43,5.83,4.11,24.87,69.25,7205,314.91,2.29
2022-05-01 22:40:00+00:00,5.69,5.69,3.96,24.89,69.25,7205,334.63,2.46
2022-05-01 22:45:00+00:00,6.35,5.73,3.71,24.92,69.25,7205,340.13,2.53
2022-05-01 22:50:00+00:00,6.11,5.58,4.09,24.90,69.25,7205,324.08,2.73
2022-05-01 22:55:00+00:00,6.83,6.43,4.26,24.85,69.25,7205,304.26,2.45
2022-05-01 23:00:00+00:00,5.88,5.45,3.80,24.81,69.25,7205,318.49,2.84
2022-05-01 23:05:00+00:00,6.11,5.52,3.89,24.80,69.25,7205,332.76,2.92
2022-05-01 23:10:00+00:00,6.43,5.78,3.93,24.73,69.25,7205,302.37,2.94
2022-05-01 23:15:00+00:00,6.53,5.78,4.21,24.65,69.25,7205,306.78,3.17
2022-05-01 23:20:00+00:00,6.04,5.70,4.33,24.71,67.75,7205,323.77,3.40
2022-05-01 23:25:00+00:00,6.22,5.92,3.99,24.64,67.75,7205,321.65,3.55
2022-05-01 23:30:00+00:00,6.32,6.26,4.16,24.61,67.75,7205,342.12,3.78
2022-05-01 23:35:00+00:00,6.12,5.81,4.21,24.58,67.75,7205,349.70,3.93
2022-05-01 23:40:00+00:00,6.40,6.09,4.37,24.54,67.75,7205,344.78,3.97
2022-05-01 23:45:00+00:00,7.42,6.85,4.56,24.49,67.75,7205,352.43,4.01
2022-05-01 23:50:00+00:00,8.11,7.18,4.64,24.45,67.75,7205,361.56,4.24
2022-05-01 23:55:00+00:00,7.38,7.09,4.45,24.40,67.75,7205,356.12,4.18
2022-05-02 00:00:00+00:00,6.88,6.29,4.46,24.32,67.75,7205,344.18,4.14
2022-05-02 00:05:00+00:00,6.81,6.62,4.39,24.27,67.75,7205,356.09,4.14
